entry_id,organisation,category,source_name,source_type,source_url,verification_status,last_checked
THA-GOV-0011,Thaha Municipality Information Technology Branch,Government Services,Thaha Municipality official staff page,Official Municipality,https://thahamun.gov.np/ne/staff,Verified,2026-07-26
THA-GOV-0012,Thaha Municipality Cooperative Branch,Government Services,Thaha Municipality official staff page,Official Municipality,https://thahamun.gov.np/ne/staff,Verified,2026-07-26
THA-GOV-0013,Thaha Municipality Agriculture Development Branch,Government Services,Thaha Municipality official staff page,Official Municipality,https://thahamun.gov.np/ne/staff,Verified,2026-07-26
THA-GOV-0014,Thaha Municipality Legal Facilitation Service,Government Services,Thaha Municipality official staff page,Official Municipality,https://thahamun.gov.np/ne/staff,Verified,2026-07-26
THA-GOV-0015,Thaha Municipality Revenue Branch,Government Services,Thaha Municipality official staff page,Official Municipality,https://thahamun.gov.np/ne/staff,Verified,2026-07-26
THA-GOV-0016,Thaha Municipality MIS Service,Government Services,Thaha Municipality official staff page,Official Municipality,https://thahamun.gov.np/ne/staff,Verified,2026-07-26
THA-POL-0011,Thaha Municipality Municipal Police,Police & Security,Thaha Municipality official staff page,Official Municipality,https://thahamun.gov.np/ne/staff,Verified,2026-07-26
ISR-HEALTH-0005,Ambulance Nepal - HEOC,Health & Ambulance,Health Emergency Operation Center Ambulance Nepal page,Official Government,https://heoc.mohp.gov.np/information-portal/ambulance-nepal,Verified,2026-07-26
ISR-HEALTH-0006,Public Health Office Makawanpur,Health & Ambulance,Public Health Office Makawanpur official team page,Official Government,https://phomakawanpur.bagamati.gov.np/our-team/,Verified,2026-07-26
ISR-UTIL-0001,Nepal Electricity Authority Palung Distribution Center,Electricity & Utilities,Nepal Electricity Authority official directory,Official Utility,https://dcsd.nea.org.np/en/officelist/288,Verified,2026-07-26
ISR-UTIL-0002,Nepal Electricity Authority Markhu No-Light Service,Electricity & Utilities,Nepal Electricity Authority official directory,Official Utility,https://nea.org.np/en/no-light-numbers/view/288,Verified,2026-07-26
ISR-UTIL-0003,Nepal Electricity Authority Sisneri No-Light Service,Electricity & Utilities,Nepal Electricity Authority official directory,Official Utility,https://nea.org.np/en/no-light-numbers/view/288,Verified,2026-07-26
ISR-UTIL-0004,Nepal Electricity Authority Fakhel No-Light Service,Electricity & Utilities,Nepal Electricity Authority official directory,Official Utility,https://nea.org.np/en/no-light-numbers/view/288,Verified,2026-07-26
BMT-HEALTH-0006,Ambulance Nepal - HEOC,Health & Ambulance,Health Emergency Operation Center Ambulance Nepal page,Official Government,https://heoc.mohp.gov.np/information-portal/ambulance-nepal,Verified,2026-07-26
BMT-HEALTH-0007,Public Health Office Makawanpur,Health & Ambulance,Public Health Office Makawanpur official team page,Official Government,https://phomakawanpur.bagamati.gov.np/our-team/,Verified,2026-07-26
BMT-DISR-0002,District Administration Office Makwanpur,Disaster & Rescue,District Administration Office Makwanpur disaster management page,Official Government,https://daomakawanpur.moha.gov.np/en/post/disaster-management-12,Verified,2026-07-26
BMT-COMP-0003,Hello Sarkar Gunaso,Government Complaints,Hello Sarkar official complaint portal,Official Government,https://gunaso.opmcm.gov.np/,Verified,2026-07-26
BMT-WC-0002,National Women Commission Helpline,Women & Children,National Women Commission helpline,Official Government,https://www.nwchelpline.gov.np/,Verified,2026-07-26
BMT-WC-0003,Child Helpline Nepal,Women & Children,Child Rights Council child helpline page,Official Government,https://childrights.gov.np/site/show/child-help-line,Verified,2026-07-26
BMT-UTIL-0002,Nepal Electricity Authority Hetauda Distribution Center,Electricity & Utilities,NEA DCSD office list,Official Utility,https://dcsd.nea.org.np/en/officelist/288,Verified,2026-07-26
BMT-UTIL-0003,Nepal Electricity Authority Bazar Fuse Sewa Hetauda DCS,Electricity & Utilities,NEA no-light contact numbers,Official Utility,https://nea.org.np/en/no-light-numbers/view/288,Verified,2026-07-26
BMT-UTIL-0004,"Water Supply and Sanitation Division No. 1, Hetauda, Makwanpur",Electricity & Utilities,District Administration Office Makwanpur district office-head details,Official Government,https://daomakawanpur.moha.gov.np/page/district-office-head-details-2,Verified,2026-07-26
BMT-INFO-0003,Bagmati Rural Municipality Office,Information & Inquiry,Bagmati Rural Municipality official website footer/contact details,Official Municipality,https://bagmatimunmakawanpur.gov.np/act-law-directives,Verified,2026-07-26
BAK-HEALTH-0004,Ambulance Nepal - HEOC,Health & Ambulance,Health Emergency Operation Center Ambulance Nepal page,Official Government,https://heoc.mohp.gov.np/information-portal/ambulance-nepal,Verified,2026-07-26
BAK-HEALTH-0005,Public Health Office Makawanpur,Health & Ambulance,Public Health Office Makawanpur official team page,Official Government,https://phomakawanpur.bagamati.gov.np/our-team/,Verified,2026-07-26
BAK-DISR-0002,District Administration Office Makwanpur,Disaster & Rescue,District Administration Office Makwanpur disaster management page,Official Government,https://daomakawanpur.moha.gov.np/en/post/disaster-management-12,Verified,2026-07-26
BAK-COMP-0002,Hello Sarkar Gunaso,Government Complaints,Hello Sarkar official complaint portal,Official Government,https://gunaso.opmcm.gov.np/,Verified,2026-07-26
BAK-WC-0002,National Women Commission Helpline,Women & Children,National Women Commission helpline,Official Government,https://www.nwchelpline.gov.np/,Verified,2026-07-26
BAK-WC-0003,Child Helpline Nepal,Women & Children,Child Rights Council child helpline page,Official Government,https://childrights.gov.np/site/show/child-help-line,Verified,2026-07-26
BAK-UTIL-0002,Nepal Electricity Authority Hetauda Distribution Center,Electricity & Utilities,NEA DCSD office list,Official Utility,https://dcsd.nea.org.np/en/officelist/288,Verified,2026-07-26
BAK-UTIL-0003,Nepal Electricity Authority Bazar Fuse Sewa Hetauda DCS,Electricity & Utilities,NEA no-light contact numbers,Official Utility,https://nea.org.np/en/no-light-numbers/view/288,Verified,2026-07-26
BAK-UTIL-0004,"Water Supply and Sanitation Division No. 1, Hetauda, Makwanpur",Electricity & Utilities,District Administration Office Makwanpur district office-head details,Official Government,https://daomakawanpur.moha.gov.np/page/district-office-head-details-2,Verified,2026-07-26
BAK-INFO-0002,Bakaiya Rural Municipality Office,Information & Inquiry,Bakaiya Rural Municipality official website footer/contact details,Official Municipality,https://bakaiyamun.gov.np/content/%E0%A4%B5%E0%A4%A1%E0%A4%BE-%E0%A4%A8%E0%A4%82-%E0%A5%A7%E0%A5%A8,Verified,2026-07-26
BHP-WARD-0005,Bhimphedi Rural Municipality Ward 5 Office,Ward Offices,Official Bhimphedi Ward 5 page and 2082 self-publication,Official Municipality,https://bhimphedimun.gov.np/content/%E0%A4%B5%E0%A4%A1%E0%A4%BE-%E0%A4%A8%E0%A4%82-%E0%A5%AB,Verified,2026-07-26
BHP-WARD-0006,Bhimphedi Rural Municipality Ward 6 Office,Ward Offices,Official Bhimphedi Ward 6 page and 2082 self-publication,Official Municipality,https://bhimphedimun.gov.np/content/%E0%A4%B5%E0%A4%A1%E0%A4%BE-%E0%A4%A8%E0%A4%82-%E0%A5%AC,Verified,2026-07-26
BHP-WARD-0008,Bhimphedi Rural Municipality Ward 8 Office,Ward Offices,Official Bhimphedi Ward 8 page and 2082 self-publication,Official Municipality,https://bhimphedimun.gov.np/content/%E0%A4%B5%E0%A4%A1%E0%A4%BE-%E0%A4%A8%E0%A4%82-%E0%A5%AE,Verified,2026-07-26
BHP-WARD-0009,Bhimphedi Rural Municipality Ward 9 Office,Ward Offices,Official Bhimphedi Ward 9 page and 2082 self-publication,Official Municipality,https://bhimphedimun.gov.np/content/%E0%A4%B5%E0%A4%A1%E0%A4%BE-%E0%A4%A8%E0%A4%82-%E0%A5%AF,Verified,2026-07-26
BHP-GOV-0032,Bhimphedi Rural Municipality - Engineering Section,Government Services,Bhimphedi Rural Municipality 2082 self-publication,Official Municipality,https://bhimphedimun.gov.np/sites/bhimphedimun.gov.np/files/%E0%A4%B8%E0%A5%82%E0%A4%9A%E0%A4%A8%E0%A4%BE%E0%A4%95%E0%A5%8B%20%E0%A4%B9%E0%A4%95%E0%A4%B8%E0%A4%AE%E0%A5%8D%E0%A4%AC%E0%A4%A8%E0%A5%8D%E0%A4%A7%E0%A5%80%20%E0%A4%90%E0%A4%A8%20-%20Copy.pdf,Verified,2026-07-26
BHP-GOV-0033,Bhimphedi Rural Municipality - Engineering Section,Government Services,Bhimphedi Rural Municipality 2082 self-publication,Official Municipality,https://bhimphedimun.gov.np/sites/bhimphedimun.gov.np/files/%E0%A4%B8%E0%A5%82%E0%A4%9A%E0%A4%A8%E0%A4%BE%E0%A4%95%E0%A5%8B%20%E0%A4%B9%E0%A4%95%E0%A4%B8%E0%A4%AE%E0%A5%8D%E0%A4%AC%E0%A4%A8%E0%A5%8D%E0%A4%A7%E0%A5%80%20%E0%A4%90%E0%A4%A8%20-%20Copy.pdf,Verified,2026-07-26
BHP-GOV-0034,Bhimphedi Rural Municipality - MIS Section,Government Services,Bhimphedi Rural Municipality 2082 self-publication,Official Municipality,https://bhimphedimun.gov.np/sites/bhimphedimun.gov.np/files/%E0%A4%B8%E0%A5%82%E0%A4%9A%E0%A4%A8%E0%A4%BE%E0%A4%95%E0%A5%8B%20%E0%A4%B9%E0%A4%95%E0%A4%B8%E0%A4%AE%E0%A5%8D%E0%A4%AC%E0%A4%A8%E0%A5%8D%E0%A4%A7%E0%A5%80%20%E0%A4%90%E0%A4%A8%20-%20Copy.pdf,Verified,2026-07-26
BHP-GOV-0035,Bhimphedi Rural Municipality - Employment Service Centre,Government Services,Bhimphedi Rural Municipality 2082 self-publication,Official Municipality,https://bhimphedimun.gov.np/sites/bhimphedimun.gov.np/files/%E0%A4%B8%E0%A5%82%E0%A4%9A%E0%A4%A8%E0%A4%BE%E0%A4%95%E0%A5%8B%20%E0%A4%B9%E0%A4%95%E0%A4%B8%E0%A4%AE%E0%A5%8D%E0%A4%AC%E0%A4%A8%E0%A5%8D%E0%A4%A7%E0%A5%80%20%E0%A4%90%E0%A4%A8%20-%20Copy.pdf,Verified,2026-07-26
BHP-GOV-0036,Bhimphedi Rural Municipality - MEDPA Section,Government Services,Bhimphedi Rural Municipality 2082 self-publication,Official Municipality,https://bhimphedimun.gov.np/sites/bhimphedimun.gov.np/files/%E0%A4%B8%E0%A5%82%E0%A4%9A%E0%A4%A8%E0%A4%BE%E0%A4%95%E0%A5%8B%20%E0%A4%B9%E0%A4%95%E0%A4%B8%E0%A4%AE%E0%A5%8D%E0%A4%AC%E0%A4%A8%E0%A5%8D%E0%A4%A7%E0%A5%80%20%E0%A4%90%E0%A4%A8%20-%20Copy.pdf,Verified,2026-07-26
BHP-WC-0003,"Bhimphedi Rural Municipality - Women, Children and Senior Citizens Section",Women & Children,Bhimphedi Rural Municipality 2082 self-publication,Official Municipality,https://bhimphedimun.gov.np/sites/bhimphedimun.gov.np/files/%E0%A4%B8%E0%A5%82%E0%A4%9A%E0%A4%A8%E0%A4%BE%E0%A4%95%E0%A5%8B%20%E0%A4%B9%E0%A4%95%E0%A4%B8%E0%A4%AE%E0%A5%8D%E0%A4%AC%E0%A4%A8%E0%A5%8D%E0%A4%A7%E0%A5%80%20%E0%A4%90%E0%A4%A8%20-%20Copy.pdf,Verified,2026-07-26
BHP-HEALTH-0005,Ambulance Nepal - HEOC,Health & Ambulance,Health Emergency Operation Center Ambulance Nepal page,Official Government,https://heoc.mohp.gov.np/information-portal/ambulance-nepal,Verified,2026-07-26
BHP-HEALTH-0006,Public Health Office Makawanpur,Health & Ambulance,Public Health Office Makawanpur official team page,Official Government,https://phomakawanpur.bagamati.gov.np/our-team/,Verified,2026-07-26
BHP-COMP-0002,Hello Sarkar Gunaso,Government Complaints,Hello Sarkar official complaint portal,Official Government,https://gunaso.opmcm.gov.np/,Verified,2026-07-26
RSR-GOV-0020,Raksirang Rural Municipality Chairperson,Government Services,Raksirang Rural Municipality official representatives/contact pages,Official Municipality,https://raksirangmun.gov.np/officials,Verified,2026-07-26
RSR-GOV-0021,Raksirang Rural Municipality Vice-Chairperson,Government Services,Raksirang Rural Municipality official representatives/contact pages,Official Municipality,https://raksirangmun.gov.np/officials,Verified,2026-07-26
RSR-GOV-0022,Raksirang Rural Municipality Spokesperson,Government Services,Raksirang Rural Municipality official representatives/contact pages,Official Municipality,https://raksirangmun.gov.np/contact,Verified,2026-07-26
RSR-HEALTH-0003,Ambulance Nepal - HEOC,Health & Ambulance,Health Emergency Operation Center Ambulance Nepal page,Official Government,https://heoc.mohp.gov.np/information-portal/ambulance-nepal,Verified,2026-07-26
RSR-HEALTH-0004,Public Health Office Makawanpur,Health & Ambulance,Public Health Office Makawanpur official team page,Official Government,https://phomakawanpur.bagamati.gov.np/our-team/,Verified,2026-07-26
RSR-COMP-0002,Hello Sarkar Gunaso,Government Complaints,Hello Sarkar official complaint portal,Official Government,https://gunaso.opmcm.gov.np/,Verified,2026-07-26
RSR-UTIL-0002,Nepal Electricity Authority Bazar Fuse Sewa Hetauda DCS,Electricity & Utilities,NEA no-light contact numbers,Official Utility,https://nea.org.np/en/no-light-numbers/view/288,Verified,2026-07-26
RSR-UTIL-0003,"Water Supply and Sanitation Division No. 1, Hetauda, Makwanpur",Electricity & Utilities,District Administration Office Makwanpur district office-head details,Official Government,https://daomakawanpur.moha.gov.np/page/district-office-head-details-2,Verified,2026-07-26
KLS-HEALTH-0007,Ambulance Nepal - HEOC,Health & Ambulance,Health Emergency Operation Center Ambulance Nepal page,Official Government,https://heoc.mohp.gov.np/information-portal/ambulance-nepal,Verified,2026-07-26
KLS-HEALTH-0008,Public Health Office Makawanpur,Health & Ambulance,Public Health Office Makawanpur official team page,Official Government,https://phomakawanpur.bagamati.gov.np/our-team/,Verified,2026-07-26
KLS-COMP-0002,Hello Sarkar Gunaso,Government Complaints,Hello Sarkar official complaint portal,Official Government,https://gunaso.opmcm.gov.np/,Verified,2026-07-26
KLS-UTIL-0004,Nepal Electricity Authority Bazar Fuse Sewa Hetauda DCS,Electricity & Utilities,NEA no-light contact numbers,Official Utility,https://nea.org.np/en/no-light-numbers/view/288,Verified,2026-07-26
KLS-UTIL-0005,"Water Supply and Sanitation Division No. 1, Hetauda, Makwanpur",Electricity & Utilities,District Administration Office Makwanpur district office-head details,Official Government,https://daomakawanpur.moha.gov.np/page/district-office-head-details-2,Verified,2026-07-26
KLS-INFO-0002,Kailash Rural Municipality Office,Information & Inquiry,Kailash Rural Municipality official website/contact footer,Official Municipality,https://kailashmun.gov.np/staffs,Verified,2026-07-26
MGD-HEALTH-0009,Makawanpurgadhi Rural Municipality Health Branch,Health & Ambulance,Makawanpurgadhi Rural Municipality Health Branch permanent health-institution contact notice,Official Municipality,https://www.makawanpurgadhimun.gov.np/sites/makawanpurgadhimun.gov.np/files/CCF02112018.pdf,Verified,2026-07-26
HET-HEALTH-0013,Ambulance Nepal - HEOC,Health & Ambulance,Health Emergency Operation Center Ambulance Nepal page,Official Government,https://heoc.mohp.gov.np/information-portal/ambulance-nepal,Verified,2026-07-26
HET-COMP-0003,Hello Sarkar Gunaso,Government Complaints,Hello Sarkar official complaint portal,Official Government,https://gunaso.opmcm.gov.np/,Verified,2026-07-26
BMC-GOV-0002,Bharatpur Metropolitan City - Chief Administrative Officer,Government Services,Bharatpur Metropolitan City staff directory,Official Municipality,https://bharatpurmun.gov.np/en/staff,Verified,2026-07-26
BMC-GOV-0003,Bharatpur Metropolitan City - Economic Development Division,Government Services,Bharatpur Metropolitan City staff directory,Official Municipality,https://bharatpurmun.gov.np/en/staff,Verified,2026-07-26
BMC-GOV-0004,Bharatpur Metropolitan City - Division of Educational Administration,Government Services,Bharatpur Metropolitan City staff directory,Official Municipality,https://bharatpurmun.gov.np/en/staff,Verified,2026-07-26
BMC-GOV-0005,Bharatpur Metropolitan City - Division of Urban Infrastructure Development,Government Services,Bharatpur Metropolitan City staff directory,Official Municipality,https://bharatpurmun.gov.np/en/staff,Verified,2026-07-26
BMC-GOV-0006,"Bharatpur Metropolitan City - Planning,Monitoring and Information Technology Department",Government Services,Bharatpur Metropolitan City staff directory,Official Municipality,https://bharatpurmun.gov.np/en/staff,Verified,2026-07-26
BMC-GOV-0007,Bharatpur Metropolitan City Staff - Rishi Ram Sharma,Government Services,Bharatpur Metropolitan City staff directory,Official Municipality,https://bharatpurmun.gov.np/en/staff,Verified,2026-07-26
BMC-GOV-0008,Bharatpur Metropolitan City Staff - Shushila Wagle Khanal,Government Services,Bharatpur Metropolitan City staff directory,Official Municipality,https://bharatpurmun.gov.np/en/staff,Verified,2026-07-26
BMC-GOV-0009,Bharatpur Metropolitan City Staff - Kalawati ojha,Government Services,Bharatpur Metropolitan City staff directory,Official Municipality,https://bharatpurmun.gov.np/en/staff,Verified,2026-07-26
BMC-GOV-0010,Bharatpur Metropolitan City Staff - Birat Ghimire,Government Services,Bharatpur Metropolitan City staff directory,Official Municipality,https://bharatpurmun.gov.np/en/staff,Verified,2026-07-26
BMC-GOV-0011,Bharatpur Metropolitan City Staff - Saru Devi Sharma,Government Services,Bharatpur Metropolitan City staff directory,Official Municipality,https://bharatpurmun.gov.np/en/staff,Verified,2026-07-26
BMC-GOV-0012,Bharatpur Metropolitan City Staff - Jiwalal kunwar,Government Services,Bharatpur Metropolitan City staff directory,Official Municipality,https://bharatpurmun.gov.np/en/staff,Verified,2026-07-26
BMC-GOV-0013,Bharatpur Metropolitan City Staff - Arjun Lamichhane,Government Services,Bharatpur Metropolitan City staff directory,Official Municipality,https://bharatpurmun.gov.np/en/staff,Verified,2026-07-26
BMC-GOV-0014,Bharatpur Metropolitan City Staff - Jhalak Kumar Shrestha,Government Services,Bharatpur Metropolitan City staff directory,Official Municipality,https://bharatpurmun.gov.np/en/staff,Verified,2026-07-26
BMC-GOV-0015,Bharatpur Metropolitan City Staff - Sangita Dakhal,Government Services,Bharatpur Metropolitan City staff directory,Official Municipality,https://bharatpurmun.gov.np/en/staff,Verified,2026-07-26
BMC-GOV-0016,Bharatpur Metropolitan City Staff - Surya Prakash Lama,Government Services,Bharatpur Metropolitan City staff directory,Official Municipality,https://bharatpurmun.gov.np/en/staff,Verified,2026-07-26
BMC-GOV-0017,Bharatpur Metropolitan City Staff - Jyoti Lamsal,Government Services,Bharatpur Metropolitan City staff directory,Official Municipality,https://bharatpurmun.gov.np/en/staff,Verified,2026-07-26
BMC-GOV-0018,Bharatpur Metropolitan City Staff - Asmita Khanal,Government Services,Bharatpur Metropolitan City staff directory,Official Municipality,https://bharatpurmun.gov.np/en/staff,Verified,2026-07-26
BMC-GOV-0019,Bharatpur Metropolitan City Staff - Arjun Singh Madai,Government Services,Bharatpur Metropolitan City staff directory,Official Municipality,https://bharatpurmun.gov.np/en/staff,Verified,2026-07-26
BMC-GOV-0020,Bharatpur Metropolitan City - Section Officer,Government Services,Bharatpur Metropolitan City staff directory,Official Municipality,https://bharatpurmun.gov.np/en/staff,Verified,2026-07-26
BMC-GOV-0021,Bharatpur Metropolitan City Staff - Nawaraj Khanal,Government Services,Bharatpur Metropolitan City staff directory,Official Municipality,https://bharatpurmun.gov.np/en/staff,Verified,2026-07-26
BMC-GOV-0022,Bharatpur Metropolitan City Staff - Madhav Subedi,Government Services,Bharatpur Metropolitan City staff directory,Official Municipality,https://bharatpurmun.gov.np/en/staff,Verified,2026-07-26
BMC-GOV-0023,Bharatpur Metropolitan City Staff - Arun Raj Gautam,Government Services,Bharatpur Metropolitan City staff directory,Official Municipality,https://bharatpurmun.gov.np/en/staff,Verified,2026-07-26
BMC-GOV-0024,Bharatpur Metropolitan City Staff - Ram Hari Khadka,Government Services,Bharatpur Metropolitan City staff directory,Official Municipality,https://bharatpurmun.gov.np/en/staff,Verified,2026-07-26
BMC-GOV-0025,Bharatpur Metropolitan City Staff - Anima Ghimire,Government Services,Bharatpur Metropolitan City staff directory,Official Municipality,https://bharatpurmun.gov.np/en/staff,Verified,2026-07-26
BMC-GOV-0026,Bharatpur Metropolitan City Staff - Shiva Raj Aryal,Government Services,Bharatpur Metropolitan City staff directory,Official Municipality,https://bharatpurmun.gov.np/en/staff,Verified,2026-07-26
BMC-GOV-0027,Bharatpur Metropolitan City Staff - Bandhu Raj Adhikari,Government Services,Bharatpur Metropolitan City staff directory,Official Municipality,https://bharatpurmun.gov.np/en/staff,Verified,2026-07-26
BMC-GOV-0028,Bharatpur Metropolitan City Staff - Bikash Adhikari,Government Services,Bharatpur Metropolitan City staff directory,Official Municipality,https://bharatpurmun.gov.np/en/staff,Verified,2026-07-26
BMC-TOUR-0003,Bharatpur Metropolitan City - Tourism Expert Advisor,Travel & Tourism,Bharatpur Metropolitan City staff directory,Official Municipality,https://bharatpurmun.gov.np/en/staff,Verified,2026-07-26
RTN-STAFF-0001,Ratnanagar Municipality Staff - प्रकाश खनाल,Government Services,Ratnanagar Municipality employee final 2082 PDF,Official Municipality,https://ratnanagarmun.gov.np/sites/ratnanagarmun.gov.np/files/%E0%A4%95%E0%A4%B0%E0%A5%8D%E0%A4%AE%E0%A4%9A%E0%A4%BE%E0%A4%B0%E0%A5%80%20%E0%A4%AB%E0%A4%BE%E0%A4%87%E0%A4%A8%E0%A4%B2%20%E0%A5%A8%E0%A5%A6%E0%A5%AE%E0%A5%A8.pdf,Verified,2026-07-26
RTN-STAFF-0002,Ratnanagar Municipality Staff - नारार्ण प्रसाद वाग्ले,Government Services,Ratnanagar Municipality employee final 2082 PDF,Official Municipality,https://ratnanagarmun.gov.np/sites/ratnanagarmun.gov.np/files/%E0%A4%95%E0%A4%B0%E0%A5%8D%E0%A4%AE%E0%A4%9A%E0%A4%BE%E0%A4%B0%E0%A5%80%20%E0%A4%AB%E0%A4%BE%E0%A4%87%E0%A4%A8%E0%A4%B2%20%E0%A5%A8%E0%A5%A6%E0%A5%AE%E0%A5%A8.pdf,Verified,2026-07-26
RTN-STAFF-0003,Ratnanagar Municipality Staff - रववना दे उिा,Government Services,Ratnanagar Municipality employee final 2082 PDF,Official Municipality,https://ratnanagarmun.gov.np/sites/ratnanagarmun.gov.np/files/%E0%A4%95%E0%A4%B0%E0%A5%8D%E0%A4%AE%E0%A4%9A%E0%A4%BE%E0%A4%B0%E0%A5%80%20%E0%A4%AB%E0%A4%BE%E0%A4%87%E0%A4%A8%E0%A4%B2%20%E0%A5%A8%E0%A5%A6%E0%A5%AE%E0%A5%A8.pdf,Verified,2026-07-26
RTN-STAFF-0004,Ratnanagar Municipality Staff - र्ार्ा कुर्ारी ढकाल,Government Services,Ratnanagar Municipality employee final 2082 PDF,Official Municipality,https://ratnanagarmun.gov.np/sites/ratnanagarmun.gov.np/files/%E0%A4%95%E0%A4%B0%E0%A5%8D%E0%A4%AE%E0%A4%9A%E0%A4%BE%E0%A4%B0%E0%A5%80%20%E0%A4%AB%E0%A4%BE%E0%A4%87%E0%A4%A8%E0%A4%B2%20%E0%A5%A8%E0%A5%A6%E0%A5%AE%E0%A5%A8.pdf,Verified,2026-07-26
RTN-STAFF-0005,Ratnanagar Municipality Staff - अजम्वका गौतर् लम्साल,Government Services,Ratnanagar Municipality employee final 2082 PDF,Official Municipality,https://ratnanagarmun.gov.np/sites/ratnanagarmun.gov.np/files/%E0%A4%95%E0%A4%B0%E0%A5%8D%E0%A4%AE%E0%A4%9A%E0%A4%BE%E0%A4%B0%E0%A5%80%20%E0%A4%AB%E0%A4%BE%E0%A4%87%E0%A4%A8%E0%A4%B2%20%E0%A5%A8%E0%A5%A6%E0%A5%AE%E0%A5%A8.pdf,Verified,2026-07-26
RTN-STAFF-0006,Ratnanagar Municipality Staff - ददपा जिधर्रे शर्ाम,Government Services,Ratnanagar Municipality employee final 2082 PDF,Official Municipality,https://ratnanagarmun.gov.np/sites/ratnanagarmun.gov.np/files/%E0%A4%95%E0%A4%B0%E0%A5%8D%E0%A4%AE%E0%A4%9A%E0%A4%BE%E0%A4%B0%E0%A5%80%20%E0%A4%AB%E0%A4%BE%E0%A4%87%E0%A4%A8%E0%A4%B2%20%E0%A5%A8%E0%A5%A6%E0%A5%AE%E0%A5%A8.pdf,Verified,2026-07-26
RTN-STAFF-0007,Ratnanagar Municipality Staff - नानीर्ार्ा पौडेल,Government Services,Ratnanagar Municipality employee final 2082 PDF,Official Municipality,https://ratnanagarmun.gov.np/sites/ratnanagarmun.gov.np/files/%E0%A4%95%E0%A4%B0%E0%A5%8D%E0%A4%AE%E0%A4%9A%E0%A4%BE%E0%A4%B0%E0%A5%80%20%E0%A4%AB%E0%A4%BE%E0%A4%87%E0%A4%A8%E0%A4%B2%20%E0%A5%A8%E0%A5%A6%E0%A5%AE%E0%A5%A8.pdf,Verified,2026-07-26
RTN-STAFF-0008,Ratnanagar Municipality Staff - रन्िना पौडेल,Government Services,Ratnanagar Municipality employee final 2082 PDF,Official Municipality,https://ratnanagarmun.gov.np/sites/ratnanagarmun.gov.np/files/%E0%A4%95%E0%A4%B0%E0%A5%8D%E0%A4%AE%E0%A4%9A%E0%A4%BE%E0%A4%B0%E0%A5%80%20%E0%A4%AB%E0%A4%BE%E0%A4%87%E0%A4%A8%E0%A4%B2%20%E0%A5%A8%E0%A5%A6%E0%A5%AE%E0%A5%A8.pdf,Verified,2026-07-26
RTN-STAFF-0009,Ratnanagar Municipality Staff - प्रदीप पौडेल,Government Services,Ratnanagar Municipality employee final 2082 PDF,Official Municipality,https://ratnanagarmun.gov.np/sites/ratnanagarmun.gov.np/files/%E0%A4%95%E0%A4%B0%E0%A5%8D%E0%A4%AE%E0%A4%9A%E0%A4%BE%E0%A4%B0%E0%A5%80%20%E0%A4%AB%E0%A4%BE%E0%A4%87%E0%A4%A8%E0%A4%B2%20%E0%A5%A8%E0%A5%A6%E0%A5%AE%E0%A5%A8.pdf,Verified,2026-07-26
RTN-STAFF-0010,Ratnanagar Municipality Staff - खडानन्द जिधर्रे,Government Services,Ratnanagar Municipality employee final 2082 PDF,Official Municipality,https://ratnanagarmun.gov.np/sites/ratnanagarmun.gov.np/files/%E0%A4%95%E0%A4%B0%E0%A5%8D%E0%A4%AE%E0%A4%9A%E0%A4%BE%E0%A4%B0%E0%A5%80%20%E0%A4%AB%E0%A4%BE%E0%A4%87%E0%A4%A8%E0%A4%B2%20%E0%A5%A8%E0%A5%A6%E0%A5%AE%E0%A5%A8.pdf,Verified,2026-07-26
RTN-STAFF-0011,Ratnanagar Municipality Staff - धनलर् लाधर्छाने,Government Services,Ratnanagar Municipality employee final 2082 PDF,Official Municipality,https://ratnanagarmun.gov.np/sites/ratnanagarmun.gov.np/files/%E0%A4%95%E0%A4%B0%E0%A5%8D%E0%A4%AE%E0%A4%9A%E0%A4%BE%E0%A4%B0%E0%A5%80%20%E0%A4%AB%E0%A4%BE%E0%A4%87%E0%A4%A8%E0%A4%B2%20%E0%A5%A8%E0%A5%A6%E0%A5%AE%E0%A5%A8.pdf,Verified,2026-07-26
RTN-STAFF-0012,Ratnanagar Municipality Staff - सजन्िव रे ग्र्ी,Government Services,Ratnanagar Municipality employee final 2082 PDF,Official Municipality,https://ratnanagarmun.gov.np/sites/ratnanagarmun.gov.np/files/%E0%A4%95%E0%A4%B0%E0%A5%8D%E0%A4%AE%E0%A4%9A%E0%A4%BE%E0%A4%B0%E0%A5%80%20%E0%A4%AB%E0%A4%BE%E0%A4%87%E0%A4%A8%E0%A4%B2%20%E0%A5%A8%E0%A5%A6%E0%A5%AE%E0%A5%A8.pdf,Verified,2026-07-26
RTN-STAFF-0013,Ratnanagar Municipality Staff - राकेश नेपाली,Other,Ratnanagar Municipality employee final 2082 PDF,Official Municipality,https://ratnanagarmun.gov.np/sites/ratnanagarmun.gov.np/files/%E0%A4%95%E0%A4%B0%E0%A5%8D%E0%A4%AE%E0%A4%9A%E0%A4%BE%E0%A4%B0%E0%A5%80%20%E0%A4%AB%E0%A4%BE%E0%A4%87%E0%A4%A8%E0%A4%B2%20%E0%A5%A8%E0%A5%A6%E0%A5%AE%E0%A5%A8.pdf,Verified,2026-07-26
